rec_id_jahr_wk,UUID,jahr,Nr,Gebiet,gehört zu,Kategorie,Name_Kategorie,Erst-Stimmen,Zweit-Stimmen
,2017-02574,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Partei für Gesundheitsforschung,0,0
,2017-02575,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,169
,2017-02576,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-02577,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,DIE EINHEIT,0,0
,2017-02578,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Die Violetten,0,0
,2017-02579,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Familien-Partei Deutschlands,0,0
,2017-02580,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-02581,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Mieterpartei,0,0
,2017-02582,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-02583,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-02584,2017,052,Goslar – Northeim – Osterode,BL-03,Organisation,Übrige,0,0
2017-053,2017-02585,2017,053,Göttingen,BL-03,Statistik,Wahlberechtigte,220420,220420
,2017-02586,2017,053,Göttingen,BL-03,Statistik,Wähler,170547,170547
,2017-02587,2017,053,Göttingen,BL-03,Statistik,Ungültige,1439,1223
,2017-02588,2017,053,Göttingen,BL-03,Statistik,Gültige,169108,169324
,2017-02589,2017,053,Göttingen,BL-03,Organisation,Christlich Demokratische Union Deutschlands,56250,51177
,2017-02590,2017,053,Göttingen,BL-03,Organisation,Sozialdemokratische Partei Deutschlands,59032,47871
,2017-02591,2017,053,Göttingen,BL-03,Organisation,DIE LINKE,9905,14748
,2017-02592,2017,053,Göttingen,BL-03,Organisation,BÜNDNIS 90/DIE GRÜNEN,19131,19676
,2017-02593,2017,053,Göttingen,BL-03,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-02594,2017,053,Göttingen,BL-03,Organisation,Freie Demokratische Partei,7734,15421
,2017-02595,2017,053,Göttingen,BL-03,Organisation,Alternative für Deutschland,11870,13446
,2017-02596,2017,053,Göttingen,BL-03,Organisation,Piratenpartei Deutschland,1400,785
,2017-02597,2017,053,Göttingen,BL-03,Organisation,Nationaldemokratische Partei Deutschlands,0,423
,2017-02598,2017,053,Göttingen,BL-03,Organisation,FREIE WÄHLER,1458,1063
,2017-02599,2017,053,Göttingen,BL-03,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1434
,2017-02600,2017,053,Göttingen,BL-03,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-02601,2017,053,Göttingen,BL-03,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",2159,1776
,2017-02602,2017,053,Göttingen,BL-03,Organisation,Bayernpartei,0,0
,2017-02603,2017,053,Göttingen,BL-03,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-02604,2017,053,Göttingen,BL-03,Organisation,Partei der Vernunft,0,0
,2017-02605,2017,053,Göttingen,BL-03,Organisation,Marxistisch-Leninistische Partei Deutschlands,169,76
,2017-02606,2017,053,Göttingen,BL-03,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-02607,2017,053,Göttingen,BL-03,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-02608,2017,053,Göttingen,BL-03,Organisation,DIE RECHTE,0,0
,2017-02609,2017,053,Göttingen,BL-03,Organisation,Allianz Deutscher Demokraten,0,0
,2017-02610,2017,053,Göttingen,BL-03,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-02611,2017,053,Göttingen,BL-03,Organisation,"bergpartei, die überpartei",0,0
,2017-02612,2017,053,Göttingen,BL-03,Organisation,Bündnis Grundeinkommen,0,401
,2017-02613,2017,053,Göttingen,BL-03,Organisation,DEMOKRATIE IN BEWEGUNG,0,315
,2017-02614,2017,053,Göttingen,BL-03,Organisation,Deutsche Kommunistische Partei,0,72
,2017-02615,2017,053,Göttingen,BL-03,Organisation,Deutsche Mitte,0,253
,2017-02616,2017,053,Göttingen,BL-03,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-02617,2017,053,Göttingen,BL-03,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-02618,2017,053,Göttingen,BL-03,Organisation,Magdeburger Gartenpartei,0,0
,2017-02619,2017,053,Göttingen,BL-03,Organisation,Menschliche Welt,0,0
,2017-02620,2017,053,Göttingen,BL-03,Organisation,Partei der Humanisten,0,0
,2017-02621,2017,053,Göttingen,BL-03,Organisation,Partei für Gesundheitsforschung,0,0
,2017-02622,2017,053,Göttingen,BL-03,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,224
,2017-02623,2017,053,Göttingen,BL-03,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-02624,2017,053,Göttingen,BL-03,Organisation,DIE EINHEIT,0,0
,2017-02625,2017,053,Göttingen,BL-03,Organisation,Die Violetten,0,0
,2017-02626,2017,053,Göttingen,BL-03,Organisation,Familien-Partei Deutschlands,0,0
,2017-02627,2017,053,Göttingen,BL-03,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-02628,2017,053,Göttingen,BL-03,Organisation,Mieterpartei,0,0
,2017-02629,2017,053,Göttingen,BL-03,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-02630,2017,053,Göttingen,BL-03,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-02631,2017,053,Göttingen,BL-03,Organisation,Übrige,0,0
2017-BL-03,2017-02632,2017,BL-03,Niedersachsen,D-99,Statistik,Wahlberechtigte,6124582,6124582
,2017-02633,2017,BL-03,Niedersachsen,D-99,Statistik,Wähler,4681871,4681871
,2017-02634,2017,BL-03,Niedersachsen,D-99,Statistik,Ungültige,46554,34895
,2017-02635,2017,BL-03,Niedersachsen,D-99,Statistik,Gültige,4635317,4646976
,2017-02636,2017,BL-03,Niedersachsen,D-99,Organisation,Christlich Demokratische Union Deutschlands,1777588,1623481
,2017-02637,2017,BL-03,Niedersachsen,D-99,Organisation,Sozialdemokratische Partei Deutschlands,1557197,1275172
,2017-02638,2017,BL-03,Niedersachsen,D-99,Organisation,DIE LINKE,273064,322979
,2017-02639,2017,BL-03,Niedersachsen,D-99,Organisation,BÜNDNIS 90/DIE GRÜNEN,334541,404825
,2017-02640,2017,BL-03,Niedersachsen,D-99,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-02641,2017,BL-03,Niedersachsen,D-99,Organisation,Freie Demokratische Partei,264801,431405
,2017-02642,2017,BL-03,Niedersachsen,D-99,Organisation,Alternative für Deutschland,369663,422362
,2017-02643,2017,BL-03,Niedersachsen,D-99,Organisation,Piratenpartei Deutschland,13214,17683
,2017-02644,2017,BL-03,Niedersachsen,D-99,Organisation,Nationaldemokratische Partei Deutschlands,0,12034
,2017-02645,2017,BL-03,Niedersachsen,D-99,Organisation,FREIE WÄHLER,23538,19178
,2017-02646,2017,BL-03,Niedersachsen,D-99,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,40487
,2017-02647,2017,BL-03,Niedersachsen,D-99,Organisation,Ökologisch-Demokratische Partei,809,0
,2017-02648,2017,BL-03,Niedersachsen,D-99,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",12726,41228
,2017-02649,2017,BL-03,Niedersachsen,D-99,Organisation,Bayernpartei,0,0
,2017-02650,2017,BL-03,Niedersachsen,D-99,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-02651,2017,BL-03,Niedersachsen,D-99,Organisation,Partei der Vernunft,0,0
,2017-02652,2017,BL-03,Niedersachsen,D-99,Organisation,Marxistisch-Leninistische Partei Deutschlands,1522,1616
,2017-02653,2017,BL-03,Niedersachsen,D-99,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-02654,2017,BL-03,Niedersachsen,D-99,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-02655,2017,BL-03,Niedersachsen,D-99,Organisation,DIE RECHTE,0,0
,2017-02656,2017,BL-03,Niedersachsen,D-99,Organisation,Allianz Deutscher Demokraten,0,0
,2017-02657,2017,BL-03,Niedersachsen,D-99,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-02658,2017,BL-03,Niedersachsen,D-99,Organisation,"bergpartei, die überpartei",0,0
,2017-02659,2017,BL-03,Niedersachsen,D-99,Organisation,Bündnis Grundeinkommen,0,8084
,2017-02660,2017,BL-03,Niedersachsen,D-99,Organisation,DEMOKRATIE IN BEWEGUNG,0,6349
,2017-02661,2017,BL-03,Niedersachsen,D-99,Organisation,Deutsche Kommunistische Partei,1331,1100
,2017-02662,2017,BL-03,Niedersachsen,D-99,Organisation,Deutsche Mitte,0,8146
,2017-02663,2017,BL-03,Niedersachsen,D-99,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-02664,2017,BL-03,Niedersachsen,D-99,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-02665,2017,BL-03,Niedersachsen,D-99,Organisation,Magdeburger Gartenpartei,0,0
,2017-02666,2017,BL-03,Niedersachsen,D-99,Organisation,Menschliche Welt,0,0
,2017-02667,2017,BL-03,Niedersachsen,D-99,Organisation,Partei der Humanisten,0,0
,2017-02668,2017,BL-03,Niedersachsen,D-99,Organisation,Partei für Gesundheitsforschung,0,0
,2017-02669,2017,BL-03,Niedersachsen,D-99,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,6076
,2017-02670,2017,BL-03,Niedersachsen,D-99,Organisation,Bündnis C - Christen für Deutschland,953,0
,2017-02671,2017,BL-03,Niedersachsen,D-99,Organisation,DIE EINHEIT,0,0
,2017-02672,2017,BL-03,Niedersachsen,D-99,Organisation,Die Violetten,0,0
,2017-02673,2017,BL-03,Niedersachsen,D-99,Organisation,Familien-Partei Deutschlands,0,0
,2017-02674,2017,BL-03,Niedersachsen,D-99,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-02675,2017,BL-03,Niedersachsen,D-99,Organisation,Mieterpartei,0,0
,2017-02676,2017,BL-03,Niedersachsen,D-99,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-02677,2017,BL-03,Niedersachsen,D-99,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-02678,2017,BL-03,Niedersachsen,D-99,Organisation,Übrige,4370,0
2017-054,2017-02679,2017,054,Bremen I,BL-04,Statistik,Wahlberechtigte,252496,252496
,2017-02680,2017,054,Bremen I,BL-04,Statistik,Wähler,188064,188064
,2017-02681,2017,054,Bremen I,BL-04,Statistik,Ungültige,2627,1688
,2017-02682,2017,054,Bremen I,BL-04,Statistik,Gültige,185437,186376
,2017-02683,2017,054,Bremen I,BL-04,Organisation,Christlich Demokratische Union Deutschlands,44912,48458
,2017-02684,2017,054,Bremen I,BL-04,Organisation,Sozialdemokratische Partei Deutschlands,55656,45729
,2017-02685,2017,054,Bremen I,BL-04,Organisation,DIE LINKE,22666,26425
,2017-02686,2017,054,Bremen I,BL-04,Organisation,BÜNDNIS 90/DIE GRÜNEN,22117,23568
,2017-02687,2017,054,Bremen I,BL-04,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-02688,2017,054,Bremen I,BL-04,Organisation,Freie Demokratische Partei,20702,19138
,2017-02689,2017,054,Bremen I,BL-04,Organisation,Alternative für Deutschland,14290,15539
,2017-02690,2017,054,Bremen I,BL-04,Organisation,Piratenpartei Deutschland,0,1007
,2017-02691,2017,054,Bremen I,BL-04,Organisation,Nationaldemokratische Partei Deutschlands,0,264
,2017-02692,2017,054,Bremen I,BL-04,Organisation,FREIE WÄHLER,0,488
,2017-02693,2017,054,Bremen I,BL-04,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
,2017-02694,2017,054,Bremen I,BL-04,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-02695,2017,054,Bremen I,BL-04,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",4744,3093
,2017-02696,2017,054,Bremen I,BL-04,Organisation,Bayernpartei,0,0
,2017-02697,2017,054,Bremen I,BL-04,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-02698,2017,054,Bremen I,BL-04,Organisation,Partei der Vernunft,0,0
,2017-02699,2017,054,Bremen I,BL-04,Organisation,Marxistisch-Leninistische Partei Deutschlands,350,154
,2017-02700,2017,054,Bremen I,BL-04,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-02701,2017,054,Bremen I,BL-04,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-02702,2017,054,Bremen I,BL-04,Organisation,DIE RECHTE,0,0
,2017-02703,2017,054,Bremen I,BL-04,Organisation,Allianz Deutscher Demokraten,0,0
,2017-02704,2017,054,Bremen I,BL-04,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-02705,2017,054,Bremen I,BL-04,Organisation,"bergpartei, die überpartei",0,0
,2017-02706,2017,054,Bremen I,BL-04,Organisation,Bündnis Grundeinkommen,0,1124
,2017-02707,2017,054,Bremen I,BL-04,Organisation,DEMOKRATIE IN BEWEGUNG,0,0
,2017-02708,2017,054,Bremen I,BL-04,Organisation,Deutsche Kommunistische Partei,0,94
,2017-02709,2017,054,Bremen I,BL-04,Organisation,Deutsche Mitte,0,314
,2017-02710,2017,054,Bremen I,BL-04,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-02711,2017,054,Bremen I,BL-04,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-02712,2017,054,Bremen I,BL-04,Organisation,Magdeburger Gartenpartei,0,0
,2017-02713,2017,054,Bremen I,BL-04,Organisation,Menschliche Welt,0,392
,2017-02714,2017,054,Bremen I,BL-04,Organisation,Partei der Humanisten,0,0
,2017-02715,2017,054,Bremen I,BL-04,Organisation,Partei für Gesundheitsforschung,0,0
,2017-02716,2017,054,Bremen I,BL-04,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,589
,2017-02717,2017,054,Bremen I,BL-04,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-02718,2017,054,Bremen I,BL-04,Organisation,DIE EINHEIT,0,0
,2017-02719,2017,054,Bremen I,BL-04,Organisation,Die Violetten,0,0
,2017-02720,2017,054,Bremen I,BL-04,Organisation,Familien-Partei Deutschlands,0,0
,2017-02721,2017,054,Bremen I,BL-04,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-02722,2017,054,Bremen I,BL-04,Organisation,Mieterpartei,0,0
,2017-02723,2017,054,Bremen I,BL-04,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-02724,2017,054,Bremen I,BL-04,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-02725,2017,054,Bremen I,BL-04,Organisation,Übrige,0,0
2017-055,2017-02726,2017,055,Bremen II – Bremerhaven,BL-04,Statistik,Wahlberechtigte,221655,221655
,2017-02727,2017,055,Bremen II – Bremerhaven,BL-04,Statistik,Wähler,147855,147855
,2017-02728,2017,055,Bremen II – Bremerhaven,BL-04,Statistik,Ungültige,2249,1908
,2017-02729,2017,055,Bremen II – Bremerhaven,BL-04,Statistik,Gültige,145606,145947
,2017-02730,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Christlich Demokratische Union Deutschlands,36363,34951
,2017-02731,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Sozialdemokratische Partei Deutschlands,49463,43215
,2017-02732,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,DIE LINKE,16739,18204
,2017-02733,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,BÜNDNIS 90/DIE GRÜNEN,11269,13165
,2017-02734,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-02735,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Freie Demokratische Partei,9755,11918
,2017-02736,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Alternative für Deutschland,16645,17705
,2017-02737,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Piratenpartei Deutschland,0,951
,2017-02738,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Nationaldemokratische Partei Deutschlands,487,599
,2017-02739,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,FREIE WÄHLER,939,706
,2017-02740,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
,2017-02741,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Ökologisch-Demokratische Partei,0,0
,2017-02742,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",3009,2418
,2017-02743,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Bayernpartei,0,0
,2017-02744,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-02745,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Partei der Vernunft,0,0
,2017-02746,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Marxistisch-Leninistische Partei Deutschlands,150,119
,2017-02747,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-02748,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-02749,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,DIE RECHTE,0,0
,2017-02750,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Allianz Deutscher Demokraten,0,0
,2017-02751,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-02752,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,"bergpartei, die überpartei",0,0
,2017-02753,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Bündnis Grundeinkommen,0,680
,2017-02754,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,DEMOKRATIE IN BEWEGUNG,0,0
,2017-02755,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Deutsche Kommunistische Partei,0,80
,2017-02756,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Deutsche Mitte,0,293
,2017-02757,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-02758,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-02759,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Magdeburger Gartenpartei,0,0
,2017-02760,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Menschliche Welt,787,513
,2017-02761,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Partei der Humanisten,0,0
,2017-02762,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Partei für Gesundheitsforschung,0,0
,2017-02763,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,430
,2017-02764,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-02765,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,DIE EINHEIT,0,0
,2017-02766,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Die Violetten,0,0
,2017-02767,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Familien-Partei Deutschlands,0,0
,2017-02768,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-02769,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Mieterpartei,0,0
,2017-02770,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-02771,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-02772,2017,055,Bremen II – Bremerhaven,BL-04,Organisation,Übrige,0,0
2017-BL-04,2017-02773,2017,BL-04,Bremen,D-99,Statistik,Wahlberechtigte,474151,474151
,2017-02774,2017,BL-04,Bremen,D-99,Statistik,Wähler,335919,335919
,2017-02775,2017,BL-04,Bremen,D-99,Statistik,Ungültige,4876,3596
,2017-02776,2017,BL-04,Bremen,D-99,Statistik,Gültige,331043,332323
,2017-02777,2017,BL-04,Bremen,D-99,Organisation,Christlich Demokratische Union Deutschlands,81275,83409
,2017-02778,2017,BL-04,Bremen,D-99,Organisation,Sozialdemokratische Partei Deutschlands,105119,88944
,2017-02779,2017,BL-04,Bremen,D-99,Organisation,DIE LINKE,39405,44629
,2017-02780,2017,BL-04,Bremen,D-99,Organisation,BÜNDNIS 90/DIE GRÜNEN,33386,36733
,2017-02781,2017,BL-04,Bremen,D-99,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-02782,2017,BL-04,Bremen,D-99,Organisation,Freie Demokratische Partei,30457,31056
,2017-02783,2017,BL-04,Bremen,D-99,Organisation,Alternative für Deutschland,30935,33244
,2017-02784,2017,BL-04,Bremen,D-99,Organisation,Piratenpartei Deutschland,0,1958
,2017-02785,2017,BL-04,Bremen,D-99,Organisation,Nationaldemokratische Partei Deutschlands,487,863
,2017-02786,2017,BL-04,Bremen,D-99,Organisation,FREIE WÄHLER,939,1194
,2017-02787,2017,BL-04,Bremen,D-99,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,0
