UUID;Jahr;Wahlkreis-Nr;Gebiet;Bundesland;Kategorie;Parteiname;Erst-Stimmen
2017-05179;2017;103;Solingen – Remscheid – Wuppertal II;BL-05;Organisation;Freie Demokratische Partei;12548
2017-05176;2017;103;Solingen – Remscheid – Wuppertal II;BL-05;Organisation;DIE LINKE;10105
2017-05178;2017;103;Solingen – Remscheid – Wuppertal II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05174;2017;103;Solingen – Remscheid – Wuppertal II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;61871
2017-05177;2017;103;Solingen – Remscheid – Wuppertal II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;9403
2017-05180;2017;103;Solingen – Remscheid – Wuppertal II;BL-05;Organisation;Alternative für Deutschland;15303
2017-05222;2017;104;Mettmann I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;40819
2017-05226;2017;104;Mettmann I;BL-05;Organisation;Freie Demokratische Partei;13202
2017-05223;2017;104;Mettmann I;BL-05;Organisation;DIE LINKE;8647
2017-05225;2017;104;Mettmann I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05221;2017;104;Mettmann I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;70762
2017-05224;2017;104;Mettmann I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;11014
2017-05227;2017;104;Mettmann I;BL-05;Organisation;Alternative für Deutschland;14106
2017-05269;2017;105;Mettmann II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;37468
2017-05273;2017;105;Mettmann II;BL-05;Organisation;Freie Demokratische Partei;10795
2017-05270;2017;105;Mettmann II;BL-05;Organisation;DIE LINKE;6825
2017-05272;2017;105;Mettmann II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05268;2017;105;Mettmann II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;48689
2017-05271;2017;105;Mettmann II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;7567
2017-05274;2017;105;Mettmann II;BL-05;Organisation;Alternative für Deutschland;11143
2017-05316;2017;106;Düsseldorf I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;41903
2017-05320;2017;106;Düsseldorf I;BL-05;Organisation;Freie Demokratische Partei;21944
2017-05317;2017;106;Düsseldorf I;BL-05;Organisation;DIE LINKE;12611
2017-05319;2017;106;Düsseldorf I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05315;2017;106;Düsseldorf I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;69273
2017-05318;2017;106;Düsseldorf I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;14408
2017-05321;2017;106;Düsseldorf I;BL-05;Organisation;Alternative für Deutschland;10912
2017-05363;2017;107;Düsseldorf II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;38727
2017-05367;2017;107;Düsseldorf II;BL-05;Organisation;Freie Demokratische Partei;13049
2017-05364;2017;107;Düsseldorf II;BL-05;Organisation;DIE LINKE;18499
2017-05366;2017;107;Düsseldorf II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05362;2017;107;Düsseldorf II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;47950
2017-05365;2017;107;Düsseldorf II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;11778
2017-05368;2017;107;Düsseldorf II;BL-05;Organisation;Alternative für Deutschland;11530
2017-05410;2017;108;Neuss I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;45314
2017-05414;2017;108;Neuss I;BL-05;Organisation;Freie Demokratische Partei;11471
2017-05411;2017;108;Neuss I;BL-05;Organisation;DIE LINKE;8535
2017-05413;2017;108;Neuss I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05409;2017;108;Neuss I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;69658
2017-05412;2017;108;Neuss I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8131
2017-05415;2017;108;Neuss I;BL-05;Organisation;Alternative für Deutschland;13675
2017-05457;2017;109;Mönchengladbach;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;31766
2017-05461;2017;109;Mönchengladbach;BL-05;Organisation;Freie Demokratische Partei;10225
2017-05458;2017;109;Mönchengladbach;BL-05;Organisation;DIE LINKE;8921
2017-05460;2017;109;Mönchengladbach;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05456;2017;109;Mönchengladbach;BL-05;Organisation;Christlich Demokratische Union Deutschlands;57766
2017-05459;2017;109;Mönchengladbach;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;7814
2017-05462;2017;109;Mönchengladbach;BL-05;Organisation;Alternative für Deutschland;11910
2017-05504;2017;110;Krefeld I – Neuss II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;39142
2017-05508;2017;110;Krefeld I – Neuss II;BL-05;Organisation;Freie Demokratische Partei;17673
2017-05505;2017;110;Krefeld I – Neuss II;BL-05;Organisation;DIE LINKE;7815
2017-05507;2017;110;Krefeld I – Neuss II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05503;2017;110;Krefeld I – Neuss II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;65228
2017-05506;2017;110;Krefeld I – Neuss II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;10140
2017-05509;2017;110;Krefeld I – Neuss II;BL-05;Organisation;Alternative für Deutschland;11196
2017-05551;2017;111;Viersen;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;42932
2017-05555;2017;111;Viersen;BL-05;Organisation;Freie Demokratische Partei;14233
2017-05552;2017;111;Viersen;BL-05;Organisation;DIE LINKE;8747
2017-05554;2017;111;Viersen;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05550;2017;111;Viersen;BL-05;Organisation;Christlich Demokratische Union Deutschlands;82165
2017-05553;2017;111;Viersen;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;11478
2017-05556;2017;111;Viersen;BL-05;Organisation;Alternative für Deutschland;12035
2017-05598;2017;112;Kleve;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;51197
2017-05602;2017;112;Kleve;BL-05;Organisation;Freie Demokratische Partei;12692
2017-05599;2017;112;Kleve;BL-05;Organisation;DIE LINKE;7096
2017-05601;2017;112;Kleve;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05597;2017;112;Kleve;BL-05;Organisation;Christlich Demokratische Union Deutschlands;75375
2017-05600;2017;112;Kleve;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8230
2017-05603;2017;112;Kleve;BL-05;Organisation;Alternative für Deutschland;11019
2017-05645;2017;113;Wesel I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;52085
2017-05649;2017;113;Wesel I;BL-05;Organisation;Freie Demokratische Partei;12644
2017-05646;2017;113;Wesel I;BL-05;Organisation;DIE LINKE;9461
2017-05648;2017;113;Wesel I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05644;2017;113;Wesel I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;61849
2017-05647;2017;113;Wesel I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8763
2017-05650;2017;113;Wesel I;BL-05;Organisation;Alternative für Deutschland;13615
2017-05692;2017;114;Krefeld II – Wesel II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;42219
2017-05696;2017;114;Krefeld II – Wesel II;BL-05;Organisation;Freie Demokratische Partei;10769
2017-05693;2017;114;Krefeld II – Wesel II;BL-05;Organisation;DIE LINKE;7418
2017-05695;2017;114;Krefeld II – Wesel II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05691;2017;114;Krefeld II – Wesel II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;48817
2017-05694;2017;114;Krefeld II – Wesel II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8063
2017-05697;2017;114;Krefeld II – Wesel II;BL-05;Organisation;Alternative für Deutschland;11294
2017-05739;2017;115;Duisburg I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;45455
2017-05743;2017;115;Duisburg I;BL-05;Organisation;Freie Demokratische Partei;8289
2017-05740;2017;115;Duisburg I;BL-05;Organisation;DIE LINKE;8146
2017-05742;2017;115;Duisburg I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05738;2017;115;Duisburg I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;34053
2017-05741;2017;115;Duisburg I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;6648
2017-05744;2017;115;Duisburg I;BL-05;Organisation;Alternative für Deutschland;13648
2017-05786;2017;116;Duisburg II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;34799
2017-05790;2017;116;Duisburg II;BL-05;Organisation;Freie Demokratische Partei;7054
2017-05787;2017;116;Duisburg II;BL-05;Organisation;DIE LINKE;8885
2017-05789;2017;116;Duisburg II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05785;2017;116;Duisburg II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;26522
2017-05788;2017;116;Duisburg II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;4622
2017-05791;2017;116;Duisburg II;BL-05;Organisation;Alternative für Deutschland;16643
2017-05833;2017;117;Oberhausen – Wesel III;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;56987
2017-05837;2017;117;Oberhausen – Wesel III;BL-05;Organisation;Freie Demokratische Partei;9357
2017-05834;2017;117;Oberhausen – Wesel III;BL-05;Organisation;DIE LINKE;11331
2017-05836;2017;117;Oberhausen – Wesel III;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05832;2017;117;Oberhausen – Wesel III;BL-05;Organisation;Christlich Demokratische Union Deutschlands;43077
2017-05835;2017;117;Oberhausen – Wesel III;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8349
2017-05838;2017;117;Oberhausen – Wesel III;BL-05;Organisation;Alternative für Deutschland;18197
2017-05880;2017;118;Mülheim – Essen I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;49226
2017-05884;2017;118;Mülheim – Essen I;BL-05;Organisation;Freie Demokratische Partei;12729
2017-05881;2017;118;Mülheim – Essen I;BL-05;Organisation;DIE LINKE;9210
2017-05883;2017;118;Mülheim – Essen I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05879;2017;118;Mülheim – Essen I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;44219
2017-05882;2017;118;Mülheim – Essen I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8690
2017-05885;2017;118;Mülheim – Essen I;BL-05;Organisation;Alternative für Deutschland;16221
2017-05927;2017;119;Essen II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;40601
2017-05931;2017;119;Essen II;BL-05;Organisation;Freie Demokratische Partei;7207
2017-05928;2017;119;Essen II;BL-05;Organisation;DIE LINKE;8555
2017-05930;2017;119;Essen II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05926;2017;119;Essen II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;28912
2017-05929;2017;119;Essen II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;5846
2017-05932;2017;119;Essen II;BL-05;Organisation;Alternative für Deutschland;17153
2017-05974;2017;120;Essen III;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;46829
2017-05978;2017;120;Essen III;BL-05;Organisation;Freie Demokratische Partei;12639
2017-05975;2017;120;Essen III;BL-05;Organisation;DIE LINKE;9846
2017-05977;2017;120;Essen III;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-05973;2017;120;Essen III;BL-05;Organisation;Christlich Demokratische Union Deutschlands;56393
2017-05976;2017;120;Essen III;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;12511
2017-05979;2017;120;Essen III;BL-05;Organisation;Alternative für Deutschland;12306
2017-06021;2017;121;Recklinghausen I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;47257
2017-06025;2017;121;Recklinghausen I;BL-05;Organisation;Freie Demokratische Partei;8791
2017-06022;2017;121;Recklinghausen I;BL-05;Organisation;DIE LINKE;8043
2017-06024;2017;121;Recklinghausen I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06020;2017;121;Recklinghausen I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;37792
2017-06023;2017;121;Recklinghausen I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;6079
2017-06026;2017;121;Recklinghausen I;BL-05;Organisation;Alternative für Deutschland;13953
2017-06068;2017;122;Recklinghausen II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;56019
2017-06072;2017;122;Recklinghausen II;BL-05;Organisation;Freie Demokratische Partei;13903
2017-06069;2017;122;Recklinghausen II;BL-05;Organisation;DIE LINKE;11502
2017-06071;2017;122;Recklinghausen II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06067;2017;122;Recklinghausen II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;46982
2017-06070;2017;122;Recklinghausen II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;6363
2017-06073;2017;122;Recklinghausen II;BL-05;Organisation;Alternative für Deutschland;0
2017-06115;2017;123;Gelsenkirchen;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;45017
2017-06119;2017;123;Gelsenkirchen;BL-05;Organisation;Freie Demokratische Partei;7864
2017-06116;2017;123;Gelsenkirchen;BL-05;Organisation;DIE LINKE;7614
2017-06118;2017;123;Gelsenkirchen;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06114;2017;123;Gelsenkirchen;BL-05;Organisation;Christlich Demokratische Union Deutschlands;29768
2017-06117;2017;123;Gelsenkirchen;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;5444
2017-06120;2017;123;Gelsenkirchen;BL-05;Organisation;Alternative für Deutschland;19836
2017-06162;2017;124;Steinfurt I – Borken I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;39584
2017-06166;2017;124;Steinfurt I – Borken I;BL-05;Organisation;Freie Demokratische Partei;10082
2017-06163;2017;124;Steinfurt I – Borken I;BL-05;Organisation;DIE LINKE;7554
2017-06165;2017;124;Steinfurt I – Borken I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06161;2017;124;Steinfurt I – Borken I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;78579
2017-06164;2017;124;Steinfurt I – Borken I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8118
2017-06167;2017;124;Steinfurt I – Borken I;BL-05;Organisation;Alternative für Deutschland;9265
2017-06209;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;55128
2017-06213;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;Freie Demokratische Partei;9667
2017-06210;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;DIE LINKE;9505
2017-06212;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06208;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;Christlich Demokratische Union Deutschlands;50334
2017-06211;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;6522
2017-06214;2017;125;Bottrop – Recklinghausen III;BL-05;Organisation;Alternative für Deutschland;17756
2017-06256;2017;126;Borken II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;39412
2017-06260;2017;126;Borken II;BL-05;Organisation;Freie Demokratische Partei;14216
2017-06257;2017;126;Borken II;BL-05;Organisation;DIE LINKE;6969
2017-06259;2017;126;Borken II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06255;2017;126;Borken II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;81496
2017-06258;2017;126;Borken II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;10496
2017-06261;2017;126;Borken II;BL-05;Organisation;Alternative für Deutschland;0
2017-06303;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;36250
2017-06307;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;Freie Demokratische Partei;16195
2017-06304;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;DIE LINKE;9577
2017-06306;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06302;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;79677
2017-06305;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;12680
2017-06308;2017;127;Coesfeld – Steinfurt II;BL-05;Organisation;Alternative für Deutschland;0
2017-06350;2017;128;Steinfurt III;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;45797
2017-06354;2017;128;Steinfurt III;BL-05;Organisation;Freie Demokratische Partei;8533
2017-06351;2017;128;Steinfurt III;BL-05;Organisation;DIE LINKE;8520
2017-06353;2017;128;Steinfurt III;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06349;2017;128;Steinfurt III;BL-05;Organisation;Christlich Demokratische Union Deutschlands;67678
2017-06352;2017;128;Steinfurt III;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;9857
2017-06355;2017;128;Steinfurt III;BL-05;Organisation;Alternative für Deutschland;9530
2017-06397;2017;129;Münster;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;54778
2017-06401;2017;129;Münster;BL-05;Organisation;Freie Demokratische Partei;13219
2017-06398;2017;129;Münster;BL-05;Organisation;DIE LINKE;13024
2017-06400;2017;129;Münster;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06396;2017;129;Münster;BL-05;Organisation;Christlich Demokratische Union Deutschlands;70606
2017-06399;2017;129;Münster;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;24248
2017-06402;2017;129;Münster;BL-05;Organisation;Alternative für Deutschland;8569
2017-06444;2017;130;Warendorf;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;45094
2017-06448;2017;130;Warendorf;BL-05;Organisation;Freie Demokratische Partei;11291
2017-06445;2017;130;Warendorf;BL-05;Organisation;DIE LINKE;7738
2017-06447;2017;130;Warendorf;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06443;2017;130;Warendorf;BL-05;Organisation;Christlich Demokratische Union Deutschlands;75017
2017-06446;2017;130;Warendorf;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8968
2017-06449;2017;130;Warendorf;BL-05;Organisation;Alternative für Deutschland;11078
2017-06491;2017;131;Gütersloh I;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;48942
2017-06495;2017;131;Gütersloh I;BL-05;Organisation;Freie Demokratische Partei;11401
2017-06492;2017;131;Gütersloh I;BL-05;Organisation;DIE LINKE;7582
2017-06494;2017;131;Gütersloh I;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06490;2017;131;Gütersloh I;BL-05;Organisation;Christlich Demokratische Union Deutschlands;81298
2017-06493;2017;131;Gütersloh I;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;9992
2017-06496;2017;131;Gütersloh I;BL-05;Organisation;Alternative für Deutschland;13996
2017-06538;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;61086
2017-06542;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;Freie Demokratische Partei;13495
2017-06539;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;DIE LINKE;16489
2017-06541;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06537;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;56485
2017-06540;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;17728
2017-06543;2017;132;Bielefeld – Gütersloh II;BL-05;Organisation;Alternative für Deutschland;15028
2017-06585;2017;133;Herford – Minden-Lübbecke II;BL-05;Organisation;Sozialdemokratische Partei Deutschlands;61205
2017-06589;2017;133;Herford – Minden-Lübbecke II;BL-05;Organisation;Freie Demokratische Partei;9411
2017-06586;2017;133;Herford – Minden-Lübbecke II;BL-05;Organisation;DIE LINKE;9353
2017-06588;2017;133;Herford – Minden-Lübbecke II;BL-05;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-06584;2017;133;Herford – Minden-Lübbecke II;BL-05;Organisation;Christlich Demokratische Union Deutschlands;59571
2017-06587;2017;133;Herford – Minden-Lübbecke II;BL-05;Organisation;BÜNDNIS 90/DIE GRÜNEN;8444
